id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
1902,Norton E-books,Digital & Software,E-books,495,674,Quality e-books from trusted brand Norton. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,305,Norton,4.6,1847,"digital-software, e-books, norton, bestseller, budget",3.88,26x17x19,"Black, Navy, Red, White",One Size,FALSE,2024-01-11
1903,Norton E-books,Digital & Software,E-books,1001,1199,Quality e-books from trusted brand Norton. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,370,Norton,4.4,1279,"digital-software, e-books, norton, new arrival",4.5,24x37x11,"White, Purple, Gray, Yellow",One Size,FALSE,2025-06-25
1904,Microsoft E-books,Digital & Software,E-books,1028,1360,Quality e-books from trusted brand Microsoft. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,191,Microsoft,4.2,1015,"digital-software, e-books, microsoft, sale",3.89,25x10x29,Black,One Size,FALSE,2025-01-06
1905,Kaspersky E-books,Digital & Software,E-books,270,411,Quality e-books from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,136,Kaspersky,4.4,155,"digital-software, e-books, kaspersky, new arrival, trending",4.98,34x19x25,"Black, Gray, Brown, Green",One Size,FALSE,2024-02-14
1906,McAfee E-books,Digital & Software,E-books,816,1210,Quality e-books from trusted brand McAfee. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,485,McAfee,5,731,"digital-software, e-books, mcafee, sale",1.74,22x39x16,"Black, Navy, Purple, Pink",One Size,FALSE,2024-01-07
1907,Kaspersky E-books,Digital & Software,E-books,633,841,Quality e-books from trusted brand Kaspersky. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,285,Kaspersky,4.8,661,"digital-software, e-books, kaspersky, trending, sale",2.31,47x31x10,"Black, Red, Pink, White",One Size,FALSE,2025-07-28
1908,McAfee E-books,Digital & Software,E-books,1148,1808,Quality e-books from trusted brand McAfee. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,23,McAfee,5,1819,"digital-software, e-books, mcafee, budget",4.21,47x30x7,"Brown, Black, Gray",One Size,FALSE,2025-04-23
1909,Himalaya Medicines,Medical & Healthcare,Medicines,1885,2353,Quality medicines from trusted brand Himalaya. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,217,Himalaya,4.3,1085,"medical-healthcare, medicines, himalaya, premium",4.65,43x24x19,"Purple, Black, White, Green",One Size,FALSE,2025-04-20
1910,Dabur Medicines,Medical & Healthcare,Medicines,1527,2026,Quality medicines from trusted brand Dabur. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,298,Dabur,3.7,1331,"medical-healthcare, medicines, dabur, premium, budget",0.24,41x24x11,"Brown, Yellow, Pink",One Size,FALSE,2024-04-24
1911,Dr. Morepen Medicines,Medical & Healthcare,Medicines,1773,2193,Quality medicines from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,114,Dr. Morepen,3.7,496,"medical-healthcare, medicines, dr. morepen, premium, new arrival",3.93,49x15x16,Black,One Size,FALSE,2024-12-31
1912,Himalaya Medicines,Medical & Healthcare,Medicines,968,1320,Quality medicines from trusted brand Himalaya. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,223,Himalaya,4.3,392,"medical-healthcare, medicines, himalaya, new arrival, bestseller",2.8,17x25x28,"Green, Gray, Purple, Maroon",One Size,FALSE,2025-04-06
1913,Dr. Morepen Medicines,Medical & Healthcare,Medicines,587,775,Quality medicines from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,357,Dr. Morepen,4.9,1345,"medical-healthcare, medicines, dr. morepen, trending, new arrival",1.25,34x29x23,"White, Red, Yellow, Navy",One Size,TRUE,2024-03-23
1914,Dr. Morepen Medicines,Medical & Healthcare,Medicines,508,608,Quality medicines from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,337,Dr. Morepen,4.2,309,"medical-healthcare, medicines, dr. morepen, budget, bestseller",2.93,46x23x23,"Blue, Yellow",One Size,FALSE,2024-02-08
1915,Dabur Medicines,Medical & Healthcare,Medicines,1383,1664,Quality medicines from trusted brand Dabur. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,295,Dabur,3.4,662,"medical-healthcare, medicines, dabur, new arrival, trending",2.63,40x21x12,"Yellow, Maroon",One Size,FALSE,2025-03-09
1916,Dabur Medicines,Medical & Healthcare,Medicines,208,254,Quality medicines from trusted brand Dabur. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,499,Dabur,4,988,"medical-healthcare, medicines, dabur, bestseller",1.01,20x22x23,"Green, Yellow",One Size,FALSE,2025-04-07
1917,Dr. Morepen Medical Devices,Medical & Healthcare,Medical Devices,437,672,Quality medical devices from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,52,Dr. Morepen,3.9,947,"medical-healthcare, medical devices, dr. morepen, premium, bestseller",3.99,46x30x13,"Yellow, Navy, Black, Maroon",One Size,FALSE,2025-05-08
1918,Omron Medical Devices,Medical & Healthcare,Medical Devices,1583,2170,Quality medical devices from trusted brand Omron. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,244,Omron,3.6,156,"medical-healthcare, medical devices, omron, sale",1.58,29x30x15,"Yellow, Blue",One Size,FALSE,2024-03-19
1919,Himalaya Medical Devices,Medical & Healthcare,Medical Devices,1511,1969,Quality medical devices from trusted brand Himalaya. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,82,Himalaya,4.8,945,"medical-healthcare, medical devices, himalaya, bestseller",3.13,42x11x28,"Pink, Brown",One Size,FALSE,2025-04-06
1920,Patanjali Medical Devices,Medical & Healthcare,Medical Devices,954,1187,Quality medical devices from trusted brand Patanjali. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,112,Patanjali,4.2,838,"medical-healthcare, medical devices, patanjali, budget, bestseller",4.05,44x20x15,Pink,One Size,FALSE,2024-10-05
1921,Dabur Medical Devices,Medical & Healthcare,Medical Devices,1684,2719,Quality medical devices from trusted brand Dabur. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,420,Dabur,3.2,1614,"medical-healthcare, medical devices, dabur, bestseller",1.57,41x34x28,"Green, Brown, Blue, Yellow",One Size,FALSE,2025-08-21
1922,Dabur Medical Devices,Medical & Healthcare,Medical Devices,333,537,Quality medical devices from trusted brand Dabur. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,419,Dabur,3.1,1122,"medical-healthcare, medical devices, dabur, new arrival, sale",3.24,23x40x9,"Yellow, Purple",One Size,FALSE,2024-08-03
1923,Dr. Morepen Medical Devices,Medical & Healthcare,Medical Devices,727,1116,Quality medical devices from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,55,Dr. Morepen,3.6,1027,"medical-healthcare, medical devices, dr. morepen, trending",1.57,33x22x6,Pink,One Size,FALSE,2024-06-14
1924,Omron Medical Devices,Medical & Healthcare,Medical Devices,482,622,Quality medical devices from trusted brand Omron. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,223,Omron,5,11,"medical-healthcare, medical devices, omron, bestseller",4.17,31x32x13,"Brown, Red, Navy, Blue",One Size,FALSE,2024-10-18
1925,Himalaya Medical Devices,Medical & Healthcare,Medical Devices,1102,1719,Quality medical devices from trusted brand Himalaya. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,351,Himalaya,3.6,570,"medical-healthcare, medical devices, himalaya, budget, bestseller",4.6,49x39x15,"Purple, Navy, Black",One Size,TRUE,2025-03-03
1926,Himalaya Medical Devices,Medical & Healthcare,Medical Devices,1729,2651,Quality medical devices from trusted brand Himalaya. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,36,Himalaya,3.9,1589,"medical-healthcare, medical devices, himalaya, bestseller, budget",1.03,18x12x13,Maroon,One Size,FALSE,2024-01-01
1927,Dabur Medical Devices,Medical & Healthcare,Medical Devices,437,562,Quality medical devices from trusted brand Dabur. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,214,Dabur,3.1,1058,"medical-healthcare, medical devices, dabur, new arrival",1.75,26x31x7,"Green, White, Blue",One Size,FALSE,2024-07-20
1928,Omron Health Monitoring,Medical & Healthcare,Health Monitoring,835,1251,Quality health monitoring from trusted brand Omron. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,184,Omron,5,1228,"medical-healthcare, health monitoring, omron, premium",4.53,30x27x8,"Navy, Brown, White, Yellow",One Size,FALSE,2025-07-15
1929,Dabur Health Monitoring,Medical & Healthcare,Health Monitoring,1257,1505,Quality health monitoring from trusted brand Dabur. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,421,Dabur,3.6,370,"medical-healthcare, health monitoring, dabur, bestseller",4.09,17x30x26,Navy,One Size,FALSE,2024-06-12
1930,Dr. Morepen Health Monitoring,Medical & Healthcare,Health Monitoring,1292,2075,Quality health monitoring from trusted brand Dr. Morepen. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,158,Dr. Morepen,3.2,19,"medical-healthcare, health monitoring, dr. morepen, trending",4.1,33x32x27,"Brown, Maroon, Blue, White",One Size,FALSE,2024-06-21
